CourseID,CourseName,Credits,TotalSeats,DaysMet,StartTime,EndTime,ProfName,Prerequisites
ECON301A,INTERMEDIATE MICROECONOMICS,3,24,TR,10:05:00,11:20:00,"Fuller, Caleb",ECON 101; ECON 102
ECON302A,INTERMEDIATE MACROECONOMICS,3,24,TR,14:30:00,15:45:00,"Ritenour, Shawn",ECON 101; ECON 102
ECON306A,AUSTRIAN ECONOMICS,3,24,MWF,12:00:00,12:50:00,"Herbener, Jeffrey",
ECON310A,INDUSTRIAL ORGANIZATION,3,24,TR,11:30:00,12:45:00,"Ritenour, Shawn",
ECON342A,INTRODUCTION TO ECONOMETRICS,3,24,TR,10:05:00,11:20:00,"Fuller, Caleb",MNGT 201; MATH 141
ECON401A,MONEY & BANKING,3,24,TR,11:30:00,12:45:00,"Ritenour, Shawn",ECON 101; ECON 102
ECON402A,LAW AND ECONOMICS,3,24,W,18:30:00,21:00:00,"Fuller, Caleb",ECON 101 OR ECON 120
ECON404A,PUBLIC FINANCE,3,24,W,18:30:00,21:00:00,"Fuller, Caleb",
ECON420A,ECONOMICS COLLOQUIUM,3,20,MWF,9:00:00,9:50:00,"Herbener, Jeffrey",
ECON456A,FINANCIAL MARKETS AND INSTITUTIONS,3,24,MWF,9:00:00,9:50:00,"Herbener, Jeffrey",
EDUC202A,INTRO TO THE TEACHING PROFESSION,3,30,TR,8:00:00,9:15:00,"Chapman, Jarrett",
EDUC202B,INTRO TO THE TEACHING PROFESSION,3,30,TR,10:05:00,11:20:00,"Chapman, Jarrett",
EDUC203A,CULTURALLY RELEVANT PEDAGOGY,3,20,TR,13:00:00,14:15:00,"Blackburn, Gina",PSYC 102; EDUC 202
EDUC203B,CULTURALLY RELEVANT PEDAGOGY,3,20,TR,14:30:00,15:45:00,"Blackburn, Gina",PSYC 102; EDUC 202
EDUC204A,TECHNOLOGIES OF INSTRUCTION,3,24,MWF,8:00:00,8:50:00,"Fecich, Samantha",
EDUC204B,TECHNOLOGIES OF INSTRUCTION,3,18,MWF,9:00:00,9:50:00,"Fecich, Samantha",
EDUC213A,ELEMENTARY MUSIC PEDAGOGY,2,30,MW,9:00:00,9:50:00,"Paparone, Stacy",
EDUC214A,MIDDLE LEVEL MUSIC PEDAGOGY,2,30,MW,9:00:00,9:50:00,"Paparone, Stacy",
EDUC228A,ADOLESCENT LITERATURE,2,20,MW,15:00:00,15:50:00,"Herald, Sandra",
EDUC281A,EARLY CHILDHOOD FIELD EXPERIENCE,1,24,,,,"Munson, Jolene",
EDUC290A,STUDY: CULTURAL DIVERSITY/ADVOCACY,2,20,TR,10:05:00,10:55:00,"Blackburn, Gina",
EDUC290B,STUDY: CAPTURING THE COVID-19 GAP,2,20,T,13:00:00,14:40:00,"Chapman, Jarrett",
EDUC305A,BASIC PRIN CURRICULUM/INSTRUCTION,3,24,TR,13:00:00,14:15:00,"Stephens, John",
EDUC307A,METHODS OF TEACHING MODERN LANGUAGE,3,10,,,,"Senita, Karyn",
EDUC308A,SEC ENGLISH METH/FIELD EX,2,24,M,15:00:00,16:40:00,"Blackburn, Gina",CW EDUC 305
EDUC309A,SEC SCIENCE METH/FIELD EX,2,20,W,18:30:00,20:10:00,"Omasits, Christopher",CW EDUC 305
EDUC310A,SEC SOCIAL SCIENCE METH/FIELD EX,2,10,W,18:30:00,20:10:00,"Nemeth, Daniel",CW EDUC 305
EDUC313A,SECONDARY CHORAL GEN MUSI PEDAGOGY,2,25,MW,11:00:00,11:50:00,"Paparone, Stacy",
EDUC314A,SECONDARY INSTRUMENT MUSI PEDAGOGY,2,25,TR,10:05:00,10:55:00,"Paparone, Stacy",
EDUC323A,TEACHING PRIMARY & ELEM LITERACY,3,15,MWF,8:00:00,8:50:00,"Heisey, Natalie",
EDUC323B,TEACHING PRIMARY & ELEM LITERACY,3,15,MWF,9:00:00,9:50:00,"Heisey, Natalie",
EDUC323C,TEACHING PRIMARY & ELEM LITERACY,3,15,MWF,10:00:00,10:50:00,"Heisey, Natalie",
EDUC324A,TEACHING ELEM SOCIAL SCIENCES,3,24,MWF,13:00:00,13:50:00,"Dreves, Susan",EDUC 202
EDUC325A,TEACHING ELEM SCIENCE/HEALTH,3,24,TR,8:00:00,9:15:00,"Dreves, Susan",EDUC 202
EDUC326A,TEACHING UPPER ELEM/MIDDLE LITERACY,3,20,MWF,11:00:00,11:50:00,"Nichols, Constance",
EDUC326B,TEACHING UPPER ELEM/MIDDLE LITERACY,3,20,MWF,13:00:00,13:50:00,"Nichols, Constance",ENGL 202
EDUC327A,TEACHING ELEM MATH,3,24,TR,11:30:00,12:45:00,"Munson, Jolene",EDUC 202
EDUC328A,CHILDREN'S LITERATURE & LANGUAGE,2,24,MWF,9:00:00,9:50:00,"Culbertson, Linda",EDUC 202; PSYC 102
EDUC328B,CHILDREN'S LITERATURE & LANGUAGE,2,24,MW,15:00:00,15:50:00,"Heisey, Natalie",
EDUC329A,MIDDLE LEVEL CURRICULUM & INSTRUCT,3,24,TR,13:00:00,14:15:00,"Chapman, Jarrett",EDUC 202; PSYC 102
EDUC330A,LIT/WRITE FOR SEC CLASSROOM,3,15,TR,10:05:00,11:20:00,"Blackburn, Gina",EDUC 202; HIST 204; PSYC 102
EDUC342A,EARLY CHILDHOOD CURR & INSTRUCT,3,20,MWF,11:00:00,11:50:00,"Rupnik, Elizabeth",EDUC 281; PSYC 102
EDUC343A,TRENDS/ISSUES IN EARLY CHILD EDUC,3,20,TR,14:30:00,15:45:00,"Nichols, Constance",EDUC 281 OR SEDU 203; EDUC 342
EDUC350A,EDUCATION FOR THE MISSION FIELD,1,24,R,13:00:00,14:15:00,"Chapman, Jarrett",
EDUC371A,SECONDARY FIELD EXPER (1ST  LEVEL),1,50,,,,"Dreves, Susan",
EDUC372A,SECONDARY FIELD EXPER (2ND  LEVEL),1,40,,,,"Nichols, Constance",EDUC 371; PSYC 102
EDUC372B,SECONDARY FIELD EXPER (2ND  LEVEL),1,40,,,,"Paparone, Stacy",EDUC 371; PSYC 102
EDUC373A,SECONDARY FIELD EXPER (3RD LEVEL),1,40,,,,"Paparone, Stacy",EDUC 371; PSYC 102
EDUC373B,SECONDARY FIELD EXPER (3RD LEVEL),1,20,,,,"Dreves, Susan",EDUC 371; PSYC 102
EDUC381A,ELEMENTARY FIELD EXPER (1ST  LEVEL),1,50,,,,"Dreves, Susan",
EDUC382A,ELEMENTARY FIELD EXPER (2ND LEVEL),1,55,,,,"Dreves, Susan",EDUC 381; PSYC 102
EDUC383A,ELEMENTARY FIELD EXPER (3RD LEVEL),1,50,,,,"Dreves, Susan",EDUC 381; CON W/EDUC 326
EDUC385A,EARLY CHLDHD FIELD EXP (2ND LEVEL),1,5,,,,"Munson, Jolene",EDUC 281
EDUC431A,STUDENT TEACHING-SECONDARY,16,30,M,16:30:00,18:00:00,"Stephens, John",
EDUC435A,STUDENT TEACHING-ELEM MUSIC,8,12,M,16:00:00,16:50:00,"Paparone, Stacy",
EDUC437A,STUDENT TEACHING-SECONDARY MUSIC,8,12,M,16:50:00,17:40:00,"Paparone, Stacy",
EDUC441A,ELEM STUDENT TCHG-PRIMARY,8,40,M,15:00:00,15:50:00,"Culbertson, Linda",
EDUC442A,STUDENT TEACHING MIDDLE LEVEL I,8,10,M,15:00:00,17:00:00,"Culbertson, Linda",
EDUC443A,ELEM STUDENT TCHG-INTERMED,8,40,,,,"Culbertson, Linda",
EDUC444A,STUDENT TEACHING MIDDLE LEVEL II,8,10,,,,"Culbertson, Linda",
EDUC488A,SEMINAR: ISSUES IN EDUCATION,3,18,MWF,11:00:00,11:50:00,"Culbertson, Linda",
EDUC488B,SEMINAR: ISSUES IN EDUCATION,3,16,MWF,12:00:00,12:50:00,"Culbertson, Linda",
ELEE201A,LINEAR CIRCUITS I,3,35,MWF,9:00:00,9:50:00,"Mohr, Timothy",MATH 162; CR ELEE 251
ELEE202A,LINEAR CIRCUITS II,3,24,TR,10:05:00,11:20:00,"Brooks, James",ELEE 201
ELEE204A,DIGITAL LOGIC DESIGN,3,32,MWF,9:00:00,9:50:00,"Mohr, Timothy",CR ELEE 252
ELEE210A,ELECTRICAL ENGINEERING,3,30,MW,10:00:00,10:50:00,"Mohr, Timothy",MATH 162; PHYS 102; MECE 120; COMP 141
ELEE210B,ELECTRICAL ENGINEERING,3,30,MW,11:00:00,11:50:00,"Mohr, Timothy",MATH162: PHYS 102;  COMP 141 OR MECE 120
ELEE210L,LABORATORY,0,30,F,14:00:00,16:00:00,"Mohr, Timothy",
ELEE251L,LINEAR CIRCUITS LABORATORY,1,20,T,14:00:00,16:50:00,"Rumbaugh, Luke",CR ELEE 201  
ELEE252L,DIGITAL CIRCUITS LABORATORY,1,18,M,14:00:00,16:50:00,"Mohr, Timothy",CR ELEE 204 
ELEE301A,ELECTRONICS I,3,38,MWF,11:00:00,11:50:00,"Christman, Alan",ELEE 201; MATH 262
ELEE302A,ELECTRONICS II,3,38,MWF,11:00:00,11:50:00,"Christman, Alan",ELEE 301; CR ELEE 352
ELEE303A,ELECTRICAL MACHINES,3,38,TR,11:30:00,12:45:00,"Christman, Alan",ELEE 202
ELEE304A,ELECTROMAGNETIC THEORY,3,38,MWF,10:00:00,10:50:00,"Christman, Alan",MATH 262
ELEE310A,MICROCONTROLLERS WITH  ROBOTIC APPS,3,30,MW,9:00:00,9:50:00,"Rumbaugh, Luke",ELEE 204; ELEE 201 OR ELEE 210 
ELEE310L,EMBEDDED SYST LAB,0,30,T,14:30:00,16:30:00,"Rumbaugh, Luke",
ELEE321A,SIGNAL ANALYSIS,3,38,TR,13:00:00,14:15:00,"Rumbaugh, Luke",ELEE 201
ELEE351L,INTERMEDIATE LABORATORY I,1,22,W,14:00:00,16:50:00,"Christman, Alan",CR ELEE 301 
ELEE352L,INTERMEDIATE LABORATORY II,1,18,W,14:00:00,16:50:00,"Christman, Alan",CR: ELEE 302
ELEE401A,ELEC/COMP ENGINEERING DESIGN,3,38,M,18:30:00,21:00:00,"Bright, Myron",
ELEE404A,ELECTROMAG ENERGY TRANSMISS,3,24,TR,13:00:00,14:15:00,"Christman, Alan",ELEE 304
ELEE421A,CONTROL THEORY,3,30,TR,8:00:00,9:15:00,"Brooks, James",ELEE 321
ELEE422A,DESIGN OF CONTROL SYST,3,28,MWF,9:00:00,9:50:00,"Brooks, James",ELEE 421
ELEE431A,COMMUNICATION SYSTEMS I,3,24,MWF,9:00:00,9:50:00,"Rumbaugh, Luke",ELEE 321
ELEE432A,COMMUNICATION SYSTEMS II,3,24,MWF,10:00:00,10:50:00,"Rumbaugh, Luke",ELEE 431
ELEE441A,COMPUTER ARCHITECTURE,3,30,MWF,13:00:00,13:50:00,"Bright, Myron",ELEE 204
ELEE442A,PARALLEL COMPUTER ARCHITECTURE,3,20,MWF,11:00:00,11:50:00,"Bright, Myron",CR ELEE 441
ELEE451L,CAPSTONE DESIGN PROJECT I,1,16,W,16:00:00,16:50:00,"Rumbaugh, Luke",
ELEE451M,CAPSTONE DESIGN PROJECT I,1,16,T,16:00:00,16:50:00,"Brooks, James",
ELEE452L,CAPSTONE DESIGN PROJECT II,3,20,W,15:00:00,16:50:00,"Rumbaugh, Luke",ELEE 451
ELEE452M,CAPSTONE DESIGN PROJECT II,3,20,T,15:00:00,16:50:00,"Brooks, James",ELEE 451
ENGL201A,ENGL LIT SURVEY AND LIT STUDIES I,3,25,MWF,8:00:00,8:50:00,"Mayo, Joshua",
ENGL201B,ENGL LIT SURVEY AND LIT STUDIES I,3,25,MWF,9:00:00,9:50:00,"Mayo, Joshua",
ENGL202A,ENGL LIT SURVEY AND LIT STUDIES II,3,30,MWF,8:00:00,8:50:00,"Waha, Kristen",ENGL 201
ENGL202B,ENGL LIT SURVEY AND LIT STUDIES II,3,30,MWF,9:00:00,9:50:00,"Waha, Kristen",ENGL 201
ENGL203A,AMER LIT SURVEY I,3,24,TR,10:05:00,11:20:00,"Messer, H",
ENGL203B,AMER LIT SURVEY I,3,24,TR,11:30:00,12:45:00,"Messer, H",
ENGL204A,AMER LIT SURVEY II,3,30,TR,10:05:00,11:20:00,"Messer, H",
ENGL204B,AMER LIT SURVEY II,3,30,TR,11:30:00,12:45:00,"Messer, H",
ENGL205A,WORLD LIT SURVEY:ASIA,3,30,MWF,10:00:00,10:50:00,"Waha, Kristen",
ENGL206A,WORLD LIT:AFRICA/LATIN AMERICA,3,30,MWF,11:00:00,11:50:00,"Waha, Kristen",
ENGL243A,20TH C. ENGLISH NOVEL,3,20,TR,10:05:00,11:20:00,"Brown, Janice",ENGL 202
ENGL246A,20TH C. AMERICAN NOVEL,3,25,MWF,14:00:00,14:50:00,"Messer, H",ENGL 204
ENGL250A,WORLD DRAMA,3,25,TR,11:30:00,12:45:00,"Craig, Betsy",
ENGL262A,MODERN POETRY,3,25,MWF,15:00:00,15:50:00,"Potter, Eric",
ENGL302A,CLASSICAL LITERATURE,3,25,MWF,13:00:00,13:50:00,"Harvey, Andrew",
ENGL306A,ENG RENAISS:SPENCER TO MILTON,3,25,TR,10:05:00,11:20:00,"Harvey, Andrew",ENGL 201
ENGL314A,VICTORIAN LITERATURE,3,25,TR,14:30:00,15:45:00,"Waha, Kristen",ENGL 202
ENGL318A,AMERICAN RENAISSANCE,3,25,TR,10:05:00,11:20:00,"Potter, Eric",ENGL 203
ENGL327A,CHRISTIAN WRITERS,3,25,TR,10:05:00,11:20:00,"Brown, Janice",
ENGL351A,SHAKESPEARE I,3,25,MWF,14:00:00,14:50:00,"Harvey, Andrew",ENGL 201
ENGL352A,SHAKESPEARE II,3,25,MWF,14:00:00,14:50:00,"Harvey, Andrew",
ENGL402A,GRAMMAR/HIST OF ENGLISH,3,25,M,18:30:00,21:00:00,"Philson, Cynthia",
ENGL485A,SENIOR CAPSTONE,3,15,TR,14:30:00,15:45:00,"Hogsette, David",
ENGL485B,SENIOR CAPSTONE,3,20,MWF,12:00:00,12:50:00,"Potter, Eric",SR STATUS
ENGR156A,INTRO TO ENGINEERING,2,30,MW,14:00:00,14:50:00,"Savage, Richard",CW MECE 120
ENGR156B,INTRO TO ENGINEERING,2,35,MW,15:00:00,15:50:00,"Bright, Myron",CW MECE 120
ENGR274A,MATHEMATICAL METHODS IN ENGINEERING,3,35,MWF,11:00:00,11:50:00,"Anderson, Erik",MATH 162
ENGR274B,MATHEMATICAL METHODS IN ENGINEERING,3,35,MWF,13:00:00,13:50:00,"Christman, Alan",MATH 162
ENGR301A,ETHICS IN ENGINEERING AND ROBOTICS,1,25,T,18:30:00,21:00:00,"Bright, Myron",
ENGR320A,SEPARATION PROCESSES,3,20,MWF,8:00:00,8:50:00,"Augspurger, Joseph","ENGR 220; CHEM 346, MECH 214 OR PH 340"
ENGR390A,STUDY: FOUND OF SYSTEMS ENGINEERING,3,20,MWF,10:00:00,10:50:00,"Brooks, James",
ENGR390B,STUDY: SYSTEMS SIMULATION,3,20,TR,13:00:00,14:15:00,"Brooks, James",MATH 274; COMP 141
ENGR390C,STUDY: BIOENGINEERING/MEMS,1,20,F,11:00:00,11:50:00,"Savage, Richard",CHEM 102 OR CHEM 105; PHYS 102 OR PHYS 122
ENGR390D,STUDY: INTRODUCTION TO MECHATRONICS,3,24,MWF,11:00:00,11:50:00,"Rumbaugh, Luke",ELEE 201 OR 210
ENGR402A,ENGINEERING ECONOMY,1,80,M,18:30:00,21:00:00,"Bardy, Erik",MATH 141 OR MATH 161; 
ENGR420A,CHEMICAL REACTION ENGINEERING,3,20,MWF,8:00:00,8:50:00,"Augspurger, Joseph",ENGR 220; MECE 326
ENTR101A,ENTREPRENEURIAL MIND:,3,50,MWF,9:00:00,9:50:00,"Sweet, Timothy",
ENTR101B,ENTREPRENEURIAL MIND:,3,50,MWF,10:00:00,10:50:00,"Sweet, Timothy",
ENTR102A,TECHNOLOGY FOR THE ENTREPRENEUR,1,30,TR,11:30:00,12:45:00,"English, Yvonne",CW ENTR 101
ENTR104A,LIFE DESIGN STUDIO,3,18,T,18:30:00,21:00:00,"English, Yvonne",
ENTR201A,LEAN LAUNCHPAD,3,30,T,18:30:00,21:00:00,"English, Yvonne",
ENTR302A,SALES IN THE STARTUP,3,30,MWF,13:00:00,13:50:00,"Sweet, Timothy",
ENTR303A,LAW FOR ENTREPRENUERS,3,30,MWF,11:00:00,11:50:00,"Smith, Kenneth",
ENTR306A,ETHICS FOR THE ENTREPRENEUR,3,40,MWF,9:00:00,9:50:00,"Smith, Kenneth",
ENTR307A,SOCIAL ENTREPRENEURSHIP,3,32,TR,14:30:00,15:45:00,"English, Kyle",
ENTR309A,E-COMMERCE,3,32,TR,13:00:00,14:15:00,"English, Yvonne",
ENTR312A,ENTR: MANAGING A GROWING ENTERPRISE,3,30,MWF,12:00:00,12:50:00,"Smith, Kenneth",
ENTR314A,ENTREPRENEURSHIP: MISSION OF CHURCH,3,30,MWF,9:00:00,9:50:00,"Sweet, Timothy",
ENTR319A,ENTREPRENEURAL LEADERSHIP,3,20,MWF,10:00:00,10:50:00,"Smith, Kenneth",
ENTR326A,INTRO TO THE BUSINESS OF MUSIC,3,10,TR,14:30:00,15:45:00,"Lewis, Cedric",
ENTR328A,CONTENT MARKETING,3,25,MWF,13:00:00,13:50:00,"Sweet, Timothy",
ENTR330A,SEARCH ENGINE OPTIMIZATION,3,32,MWF,10:00:00,10:50:00,"Sweet, Timothy",
ENTR409A,DIGITAL ENTREPRENEURSHIP,3,20,TR,13:00:00,14:15:00,"English, Yvonne",
ENTR423A,"FAMILY, FRANCHISE, & SMALL BUSA MGT",3,24,MWF,12:00:00,12:50:00,"Smith, Kenneth",
ENTR424A,SUPPLY CHAIN MANAGEMENT,3,5,TR,14:30:00,15:45:00,"Butler, David",MNGT 201; MNGT 424
ENTR430A,ENTREPREN FINANCE/VENTURE CAPITAL,3,35,TR,11:30:00,12:45:00,"Smith, Kenneth",FNCE 301
ENTR466A,BUSINESS PLANNING,3,20,TR,11:30:00,12:45:00,"Smith, Kenneth",ENTR 430
ENTR467A,CORPORATE INNOVATION,3,18,TR,10:05:00,11:20:00,"Smith, Kenneth",
ENTR488A,SEMINAR IN ENTREPRENEURSHIP,1,10,M,16:00:00,16:50:00,"Sweet, Timothy",
EXER101A,INTRODUCTION TO EXERCISE SCIENCE,2,25,MW,9:00:00,9:50:00,"Ault, Dana",
EXER134A,INTRODUCTION TO NUTRITION,3,25,TR,11:30:00,12:45:00,"Ault, Dana",
EXER201A,ETHICS IN SPORTS,1,20,M,14:00:00,14:50:00,"Thrasher, James",
EXER203A,EXERCISE AND SPORT PSYCHOLOGY,3,25,MWF,13:00:00,13:50:00,"Timko, Elaine",
EXER205A,INTRODUCTION TO SPORTS MINISTRY,3,25,TR,13:00:00,14:15:00,"Thrasher, James",
EXER215O,MEDICAL TERMINOLOGY,3,25,,,,"Severson, Sean",
EXER220A,WELLNESS PROMOTION AND PROGRAMMING,2,20,MW,9:00:00,9:50:00,"Severson, Sean",EXER 101
EXER221A,PERSONAL TRAINING,3,15,TR,11:30:00,12:45:00,"DiDonato, Andrew",EXER 101
EXER228A,PHYS ED FOR ELEMENTARY EDUCATORS,1,20,W,12:00:00,12:50:00,"Lamie, Melissa",
EXER230A,INTRO TO EXERCISE PROG DESIGN,3,20,MWF,10:00:00,10:50:00,"Buxton, Jeffrey",EXER 101
EXER235A,FACILITY MANAGEMENT,2,20,TR,10:05:00,10:55:00,"Cook, Adam",EXER 101
EXER244A,NUTRITION AND HEALTH,3,15,MWF,12:00:00,12:50:00,"Prins, Philip",EXER 101 OR 134
EXER249A,INTRODUCTION TO ATHLETIC TRAINING,1,20,T,18:30:00,20:30:00,"Patterson, Richard",
EXER250A,INTRODUCTION TO PT AND OT,1,20,T,18:30:00,20:30:00,"Wise, Scott",
EXER251A,PREVENTION/CARE OF INJURIES,3,18,MWF,8:00:00,8:50:00,"Severson, Sean",EXER 101; 
EXER253A,ANATOMY AND PHYSIOLOGY I,4,46,TR,8:00:00,9:15:00,"Ault, Dana",EXER 101 OR BIOL 341
EXER253L,LABORATORY,0,23,T,10:00:00,11:29:00,"Ault, Dana",
EXER253M,LABORATORY,0,23,R,11:30:00,12:59:00,"Buxton, Jeffrey",
EXER254A,NUTRITION IN SPORTS & EXERCISE,3,20,MWF,10:00:00,10:50:00,"Ault, Dana",EXER 101 OR 134
EXER256A,PHYSIOLOGY OF EXERCISE,4,18,MWF,8:00:00,8:50:00,"Prins, Philip",EXER 253 OR BIOL 341 
EXER256L,LABORATORY,0,6,M,9:00:00,9:50:00,"Prins, Philip",
EXER256M,LABORATORY,0,7,W,9:00:00,9:50:00,"Prins, Philip",
EXER256N,LABORATORY,0,6,F,11:00:00,11:50:00,"Prins, Philip",
EXER258A,ANATOMY AND PHYSIOLOGY II,4,46,TR,8:00:00,9:15:00,"Ault, Dana",EXER 253 OR BIOL 341 
EXER258L,LABORATORY,0,23,T,10:00:00,11:29:00,"Ault, Dana",
EXER258M,LABORATORY,0,23,M,11:00:00,12:29:00,"Buxton, Jeffrey",
EXER304A,EXERCISE TESTING,3,15,TR,10:05:00,11:20:00,"Prins, Philip",EXER 256; 
EXER305A,BASIC PRIN OF COACHING,2,20,WF,12:00:00,12:50:00,"Fuss, Leslie",
EXER306A,EXERCISE LEADERSHIP,2,10,M,14:00:00,15:59:00,"Dolan, Brenda",EXER 230
EXER306B,EXERCISE LEADERSHIP,2,10,F,8:00:00,9:59:00,"Dolan, Brenda",EXER 230
EXER307A,EXERCISE PRESCRIPTION,3,15,TR,8:00:00,9:15:00,"Buxton, Jeffrey",EXER 256
EXER309A,BIOMECHANICS,3,20,MWF,11:00:00,11:50:00,"Buxton, Jeffrey",PHYS 121; EXER 258 OR BIOL 346
EXER310A,FUNCTIONAL KINESIOLOGY,3,20,MWF,8:00:00,8:50:00,"Buxton, Jeffrey",EXER 256; EXER 258
EXER312A,CLINICAL EXERCISE PHYSIOLOGY,3,16,MWF,12:00:00,12:50:00,"Prins, Philip",EXER 244; EXER 256
EXER313A,ADVANCED EXERCISE PHYSIOLOGY,3,20,MWF,10:00:00,10:50:00,"Ault, Dana",EXER 256; EXER 258
EXER377A,RESEARCH METHODS IN EXER SCI,3,16,TR,14:30:00,15:45:00,"Buxton, Jeffrey",EXER 256; EXER 230 OR EXER 307; PSYC 201
EXER402A,CERTIFIED EXERCISE PHYSIOLOGIST,3,20,TR,11:30:00,12:45:00,"Buxton, Jeffrey",EXER 304; EXER 307
EXER403A,PRINCIPLES OF STRENGTH & CONDITION,3,20,TR,11:30:00,12:45:00,"Thrasher, Caleb",EXER 304; EXER 307
EXER404A,PROF. CERTIFICATION/SEMINAR - EPC,1,12,F,9:00:00,9:50:00,"Ault, Dana",EXER 480
EXER404B,PROF. CERTIFICATION/SEMINAR - CSCS,1,20,W,13:00:00,13:50:00,"Gibson, Todd",EXER 480
EXER404C,PROF. CERTIFICATION/SEMINAR - CSCS,1,20,W,14:00:00,14:50:00,"Gibson, Todd",EXER 480
EXER407A,RESEARCH PRACTICUM,3,16,TR,14:30:00,15:45:00,"Buxton, Jeffrey",EXER 304; EXER 377 
EXER407B,RESEARCH PRACTICUM,3,16,TR,13:00:00,14:15:00,"Ault, Dana",EXER 304; EXER 377
FNCE301A,PRINCIPLES OF FINANCE,3,24,MWF,9:00:00,9:50:00,"Grimm, Richard",ACCT 201; MNGT 201
FNCE301B,PRINCIPLES OF FINANCE,3,24,MWF,12:00:00,12:50:00,"Grimm, Richard",ACCT 201; MNGT 201
FNCE301C,PRINCIPLES OF FINANCE,3,24,MWF,11:00:00,11:50:00,"Zhang, Youhui",ACCT 201; MNGT 201
FNCE301D,PRINCIPLES OF FINANCE,3,24,TR,14:30:00,15:45:00,"Zhang, Youhui",ACCT 201; MNGT 201
FNCE332A,INVESTMENTS,3,24,MWF,11:00:00,11:50:00,"Zhang, Youhui",FNCE 301
FNCE332B,INVESTMENTS,3,24,MWF,15:00:00,15:50:00,"Zhang, Youhui",FNCE 301
FNCE334A,INVESTMENT VALUATION,3,25,TR,11:30:00,12:45:00,"Grimm, Richard",FNCE 332
FNCE341A,FINANCIAL MODELING,3,20,TR,13:00:00,14:30:00,"Zhang, Youhui",FNCE 301; FNCE 332
FNCE341B,FINANCIAL MODELING,3,20,TR,14:30:00,15:45:00,"Zhang, Youhui",FNCE 301; FNCE 332
FNCE435A,FINANCIAL PLANNING,3,30,M,18:30:00,21:00:00,"Davidek, Jeffrey",FNCE 432
FNCE436A,CAPITAL MARKETS,3,24,TR,14:30:00,15:45:00,"Grimm, Richard",FNCE 301
FNCE440A,ADVANCED CORPORATE FINANCE,3,25,TR,10:05:00,11:20:00,"Grimm, Richard",FNCE 301
FNCE440B,ADVANCED CORPORATE FINANCE,3,25,TR,13:00:00,14:15:00,"Grimm, Richard",FNCE 301
FNCE462A,INTERNATIONAL FINANCE,3,25,MWF,9:00:00,9:50:00,"Zhang, Youhui",FNCE 301; IN305; FNCE 332; FNCE 334 OR FNCE440
FREN101A,ELEMENTARY FRENCH I,3,20,MWF,9:00:00,9:50:00,"Harmon, Rebecca",
FREN101B,ELEMENTARY FRENCH I,3,20,MWF,14:00:00,14:50:00,"Harmon, Rebecca",
FREN102A,ELEMENTARY FRENCH II,3,20,MWF,9:00:00,9:50:00,"Harmon, Rebecca",FREN 101
FREN102B,ELEMENTARY FRENCH II,3,20,MWF,14:00:00,14:50:00,"Harmon, Rebecca",FREN 101
FREN201A,INTERMEDIATE FRENCH I,3,20,MWF,9:00:00,9:50:00,"Madsen, Kelsey",FREN 102
FREN201B,INTERMEDIATE FRENCH I,3,20,MWF,14:00:00,14:50:00,"Madsen, Kelsey",FREN 102 
FREN202A,INTERMEDIATE FRENCH II,3,20,MWF,9:00:00,9:50:00,"Madsen, Kelsey",FREN 201
FREN202B,INTERMEDIATE FRENCH II,3,20,MWF,14:00:00,14:50:00,"Madsen, Kelsey",FREN 201
FREN301A,UNDERSTANDING FRANCE AND THE FRENCH,3,20,TR,11:30:00,12:45:00,"Madsen, Kelsey",FREN 202
FREN307A,FRENCH COMPOSITION AND STYLE,3,20,MWF,11:00:00,11:50:00,"Madsen, Kelsey",FREN 202
FREN308A,APPLIED PHONETICS,3,15,MWF,10:00:00,10:50:00,"Harmon, Rebecca",FREN 202
FREN321A,18TH THROUGH 21ST CENTURY FR LIT,3,15,MWF,13:00:00,13:50:00,"Madsen, Kelsey",
FREN331A,POETRY,3,15,TR,14:30:00,15:45:00,"Harmon, Rebecca",
FREN340A,MOMENTS IN FRENCH & FRANCOPHONE HIS,3,20,TR,11:30:00,12:45:00,"Madsen, Kelsey",
FREN362A,ASPECTS- LANGUAGE LEARNING,2,5,MW,14:00:00,14:50:00,"Senita, Karyn",
GEOL201A,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,1,MWF,13:00:00,13:50:00,"Chapman, Jarrett",
GEOL201B,PHYSICAL/ ENVIRONMENTAL GEOLOGY,3,24,TR,8:00:00,9:15:00,"Wood, Darren",
GREK201A,READINGS IN NEW TEST GREEK I,3,20,MWF,10:00:00,10:50:00,"Gordon, Thomas",GREK 102
GREK202A,READINGS IN NEW TEST GREEK II,3,20,MWF,10:00:00,10:50:00,"Gordon, Thomas",GREK 101; GREK 102; GREK 201
HEBR101A,INTRODUCTION TO BIBLICAL HEBREW I,3,15,TR,10:05:00,11:20:00,"Moeller, Julie",
HEBR102A,INTRODUCTION TO BIBLICAL HEBREW II,3,15,TR,10:05:00,11:20:00,"Moeller, Julie",HEBR 101
HIST103A,FRESHMAN SEMINAR,3,20,MWF,8:00:00,8:50:00,"Mitchell, Andrew",
HIST120O,FOUNDATIONS OF HISTORY,3,25,,,,"Clemm, Robert",
HIST141A,WORLD GEOGRAPHY,3,30,TR,13:00:00,14:15:00,"Mitchell, Andrew",
